,is_canceled,stays_in_week_nights,stays_in_weekend_nights,previous_cancellations,booking_changes,deposit_type,required_car_parking_spaces,total_of_special_requests,meal,previous_bookings_not_canceled,Booking_id
14382,0,0,1,2,0,No Deposit,0,1,BB,2,1705
14383,0,1,1,2,0,No Deposit,0,1,BB,2,1706
14388,0,1,0,0,0,No Deposit,0,1,BB,4,1707
14390,0,2,0,0,0,No Deposit,0,1,BB,6,1708
14392,0,5,2,0,0,No Deposit,1,2,FB,1,1709
14399,0,1,0,0,0,Non Refund,0,0,BB,0,1710
14400,1,3,0,1,0,No Deposit,0,0,BB,0,1711
14403,0,5,4,0,1,No Deposit,0,0,HB,0,1712
14405,0,5,3,0,2,No Deposit,1,1,BB,1,1713
14406,0,1,2,0,1,No Deposit,0,0,HB,0,1714
14411,0,3,2,0,2,No Deposit,0,1,HB,0,1715
14419,0,15,6,0,0,No Deposit,0,1,HB,0,1716
14442,0,2,0,0,0,No Deposit,0,0,HB,2,1717
14445,0,3,1,0,3,No Deposit,0,0,SC,1,1718
14455,0,3,1,0,1,No Deposit,0,0,BB,2,1719
14456,0,3,1,0,0,No Deposit,0,0,BB,3,1720
14457,0,3,1,0,0,No Deposit,0,0,BB,4,1721
14467,0,1,1,0,1,No Deposit,0,0,BB,1,1722
14470,0,1,0,0,0,No Deposit,0,3,BB,2,1723
14471,0,0,1,0,0,No Deposit,0,3,BB,2,1724
14473,1,3,0,1,0,No Deposit,0,2,BB,1,1725
14484,0,1,0,0,1,No Deposit,0,0,BB,6,1726
14487,0,1,0,0,0,No Deposit,0,1,BB,9,1727
14488,0,1,0,0,0,No Deposit,0,1,BB,10,1728
14492,0,0,1,0,0,No Deposit,0,0,BB,3,1729
14501,0,1,0,0,2,No Deposit,1,1,BB,0,1730
14503,0,1,0,0,2,No Deposit,1,1,BB,2,1731
14504,0,1,0,0,0,No Deposit,1,1,BB,3,1732
14505,0,0,1,0,2,No Deposit,1,0,BB,1,1733
14506,0,0,1,0,0,No Deposit,1,0,BB,2,1734
14508,0,0,1,0,0,No Deposit,1,1,BB,4,1735
14515,1,1,0,0,0,No Deposit,0,0,BB,4,1736
14519,1,3,1,1,0,No Deposit,0,0,BB,3,1737
14534,0,1,0,1,0,No Deposit,0,0,BB,0,1738
14536,0,2,1,1,0,No Deposit,0,0,BB,1,1739
14538,0,1,0,1,0,No Deposit,0,1,BB,3,1740
14543,0,2,0,0,1,No Deposit,0,1,BB,2,1741
14549,0,2,1,0,0,No Deposit,1,0,BB,2,1742
14550,0,1,1,0,0,No Deposit,1,0,BB,3,1743
14557,0,1,1,0,0,No Deposit,1,3,BB,1,1744
14558,0,0,1,0,0,No Deposit,1,3,BB,1,1745
14561,0,0,1,0,0,No Deposit,0,2,BB,1,1746
14562,0,1,0,0,0,No Deposit,0,2,BB,2,1747
14563,0,1,0,0,0,No Deposit,0,2,BB,3,1748
14564,0,1,0,0,0,No Deposit,0,2,BB,4,1749
14566,0,1,1,0,2,No Deposit,1,1,BB,0,1750
14569,0,5,2,0,1,No Deposit,0,2,HB,1,1751
14584,0,2,1,0,1,No Deposit,0,2,HB,1,1752
14585,0,4,1,0,3,No Deposit,0,3,HB,2,1753
14587,1,5,2,1,0,No Deposit,0,1,BB,1,1754
14589,0,5,3,0,0,No Deposit,1,0,BB,0,1755
14594,0,3,2,0,0,No Deposit,1,2,HB,0,1756
14595,0,3,0,0,1,No Deposit,0,3,HB,0,1757
14596,0,3,0,0,1,No Deposit,1,5,HB,0,1758
14597,0,2,0,0,1,No Deposit,1,3,HB,2,1759
14598,0,3,1,0,0,No Deposit,0,3,Undefined,0,1760
14600,0,3,2,0,0,No Deposit,1,1,HB,0,1761
14603,0,0,2,0,0,No Deposit,1,0,Undefined,0,1762
14605,0,2,2,0,1,No Deposit,0,0,HB,1,1763
14606,0,3,0,0,1,No Deposit,0,0,HB,2,1764
14610,0,0,0,0,0,No Deposit,0,0,BB,3,1765
14612,0,4,1,0,1,No Deposit,0,4,HB,0,1766
14618,0,6,4,0,0,No Deposit,1,1,FB,0,1767
14622,0,10,3,0,0,No Deposit,0,1,BB,0,1768
14623,0,8,4,0,0,No Deposit,1,2,HB,1,1769
14624,0,10,4,0,0,No Deposit,1,4,BB,2,1770
14626,0,0,1,0,0,No Deposit,1,0,SC,0,1771
14627,1,4,1,1,0,No Deposit,0,0,HB,0,1772
14631,0,6,4,0,1,No Deposit,1,1,BB,0,1773
14632,0,8,2,0,1,No Deposit,1,0,HB,0,1774
14639,0,0,1,0,0,No Deposit,0,1,BB,4,1775
14640,0,1,1,0,0,No Deposit,0,0,BB,5,1776
14644,1,10,4,1,0,No Deposit,0,0,BB,0,1777
14646,0,1,2,0,1,No Deposit,1,1,BB,0,1778
14649,0,2,1,0,1,No Deposit,0,1,HB,1,1779
14654,0,4,2,0,0,No Deposit,0,2,BB,1,1780
14656,0,15,7,0,0,No Deposit,0,0,HB,0,1781
14657,0,15,6,0,0,No Deposit,0,1,HB,1,1782
14663,0,20,8,0,0,No Deposit,0,2,BB,0,1783
14664,0,0,1,0,1,No Deposit,1,0,BB,1,1784
14674,0,2,2,0,1,No Deposit,0,0,BB,1,1785
14676,0,0,1,0,1,No Deposit,1,0,BB,0,1786
14681,1,5,2,1,0,No Deposit,0,0,BB,0,1787
14682,1,3,0,1,0,Non Refund,0,0,BB,0,1788
14772,1,20,8,1,1,No Deposit,0,0,BB,0,1789
14773,1,4,2,1,0,No Deposit,0,0,BB,0,1790
14774,1,5,0,2,0,No Deposit,0,2,HB,0,1791
14776,1,5,2,1,0,No Deposit,0,2,HB,0,1792
14777,1,5,0,1,0,No Deposit,0,2,HB,0,1793
14778,1,0,2,1,0,Non Refund,0,0,HB,0,1794
14779,1,0,2,26,0,Non Refund,0,0,HB,0,1795
14805,1,5,0,1,0,No Deposit,0,1,BB,0,1796
14807,1,4,2,1,0,No Deposit,0,0,HB,0,1797
14808,1,6,2,1,0,No Deposit,0,1,HB,0,1798
14809,1,2,0,1,0,No Deposit,0,0,HB,0,1799
14812,1,5,2,1,0,No Deposit,0,2,BB,0,1800
14813,1,5,2,1,0,No Deposit,0,1,HB,0,1801
14814,1,5,1,1,0,No Deposit,0,1,BB,0,1802
14815,1,6,2,2,0,No Deposit,0,1,HB,0,1803
14816,1,6,2,2,0,No Deposit,0,1,BB,0,1804
14817,1,8,2,1,0,No Deposit,0,1,BB,0,1805
14818,1,9,4,1,0,No Deposit,0,0,BB,0,1806
14820,1,5,1,1,0,No Deposit,0,3,BB,0,1807
14822,1,2,0,1,0,No Deposit,0,1,HB,0,1808
14824,1,10,3,1,0,No Deposit,0,0,BB,0,1809
14825,1,5,2,1,0,No Deposit,0,0,HB,0,1810
14827,1,3,1,1,3,No Deposit,0,2,BB,0,1811
14828,1,5,1,1,0,Non Refund,0,0,FB,0,1812
14829,1,5,1,25,0,Non Refund,0,0,FB,0,1813
14854,1,1,1,1,0,No Deposit,0,0,HB,0,1814
14864,1,6,4,1,0,No Deposit,0,1,BB,0,1815
14866,1,3,0,1,0,No Deposit,0,2,BB,0,1816
14867,1,4,2,1,0,No Deposit,0,0,FB,0,1817
14870,1,5,2,1,0,No Deposit,0,1,BB,0,1818
14871,1,3,1,1,0,No Deposit,0,1,BB,0,1819
14875,1,6,2,1,0,No Deposit,0,0,BB,0,1820
14876,1,4,2,1,0,No Deposit,0,1,BB,0,1821
14878,1,10,4,1,1,No Deposit,0,1,BB,0,1822
14883,0,0,2,0,0,No Deposit,0,0,BB,1,1823
14884,1,3,1,1,0,Non Refund,0,0,HB,0,1824
14885,1,3,1,14,0,Non Refund,0,0,HB,0,1825
14900,0,3,0,0,3,No Deposit,0,2,BB,1,1826
14901,1,6,2,1,0,No Deposit,0,1,BB,0,1827
14902,1,6,2,3,0,No Deposit,0,1,BB,0,1828
14905,1,10,4,1,0,No Deposit,0,0,HB,0,1829
14906,0,3,0,0,1,No Deposit,0,1,BB,1,1830
14907,0,3,0,0,1,No Deposit,0,1,HB,4,1831
14908,0,6,2,0,5,No Deposit,1,2,HB,1,1832
14909,0,6,2,0,0,No Deposit,1,3,HB,2,1833
14910,0,8,2,1,2,No Deposit,1,3,HB,3,1834
14911,1,6,2,1,0,No Deposit,0,3,HB,3,1835
14912,1,3,0,1,0,No Deposit,0,0,BB,3,1836
14913,0,2,2,1,1,No Deposit,0,4,BB,3,1837
14914,0,3,0,1,1,No Deposit,0,4,BB,4,1838
14915,0,2,1,1,1,No Deposit,0,4,BB,5,1839
14916,0,4,0,1,0,No Deposit,0,4,BB,6,1840
14917,0,3,1,1,1,No Deposit,0,4,BB,7,1841
14918,0,2,2,1,0,No Deposit,0,4,BB,8,1842
14919,0,4,0,1,0,No Deposit,0,4,BB,9,1843
14920,1,4,0,2,1,No Deposit,0,4,BB,10,1844
14921,0,2,2,3,2,No Deposit,0,5,BB,10,1845
14922,0,3,0,4,0,No Deposit,0,5,BB,11,1846
14923,1,3,0,4,0,No Deposit,0,4,BB,11,1847
14924,0,2,2,4,2,No Deposit,0,4,BB,12,1848
14925,1,2,1,4,0,No Deposit,0,4,BB,13,1849
14927,0,2,1,0,0,No Deposit,1,1,BB,1,1850
14928,0,4,2,0,0,No Deposit,1,0,BB,2,1851
14931,0,2,2,0,1,No Deposit,1,3,BB,5,1852
14932,1,3,1,2,0,No Deposit,0,2,BB,1,1853
14937,1,3,2,1,1,No Deposit,0,1,BB,0,1854
14940,0,3,1,0,1,Refundable,0,0,BB,1,1855
14941,0,3,0,0,2,No Deposit,1,0,BB,2,1856
14942,0,4,0,0,3,No Deposit,0,0,BB,3,1857
14944,1,5,2,2,0,No Deposit,0,3,BB,0,1858
14945,1,4,2,2,0,No Deposit,0,3,BB,0,1859
14946,1,3,1,1,1,No Deposit,0,1,HB,0,1860
14947,1,3,1,1,1,No Deposit,0,2,HB,0,1861
14948,1,12,4,1,0,No Deposit,0,2,BB,0,1862
14954,0,2,0,0,0,No Deposit,0,0,BB,6,1863
14955,0,0,1,0,1,No Deposit,0,0,BB,7,1864
14956,0,1,1,0,0,No Deposit,0,0,BB,8,1865
14959,1,2,2,1,0,No Deposit,0,1,BB,0,1866
14962,0,1,0,1,2,No Deposit,0,1,BB,3,1867
14964,0,1,1,0,0,No Deposit,1,1,BB,2,1868
14965,1,6,3,1,1,No Deposit,0,1,BB,0,1869
14968,0,7,3,0,2,No Deposit,1,0,BB,1,1870
14969,0,6,4,0,2,No Deposit,0,0,BB,2,1871
14970,0,6,2,0,4,No Deposit,0,1,HB,3,1872
14971,1,2,0,1,0,Non Refund,0,0,FB,0,1873
14972,1,2,0,24,0,Non Refund,0,0,FB,0,1874
14997,1,3,0,19,0,Non Refund,0,0,BB,0,1875
15016,1,2,0,1,0,No Deposit,0,1,BB,0,1876
15019,0,3,1,0,1,No Deposit,0,0,BB,1,1877
15020,0,3,1,0,1,No Deposit,1,0,BB,1,1878
15026,1,5,4,1,0,No Deposit,0,1,BB,0,1879
15027,0,2,1,0,1,No Deposit,0,0,Undefined,1,1880
15028,0,5,0,0,0,No Deposit,0,1,HB,1,1881
15029,0,3,0,0,1,No Deposit,1,1,HB,2,1882
15030,0,4,0,0,3,No Deposit,0,1,HB,1,1883
15034,1,2,0,1,3,No Deposit,0,0,BB,3,1884
15038,1,4,1,3,0,No Deposit,0,2,BB,0,1885
15040,0,7,2,0,1,No Deposit,0,0,BB,1,1886
15042,1,6,2,1,0,No Deposit,0,0,HB,0,1887
15043,0,5,2,0,0,No Deposit,0,0,HB,1,1888
15044,1,1,2,1,1,No Deposit,0,0,BB,0,1889
15045,1,9,2,1,0,No Deposit,0,2,BB,0,1890
15054,1,2,0,1,1,No Deposit,0,0,BB,8,1891
15055,0,1,0,1,0,No Deposit,0,0,BB,8,1892
15056,0,1,0,1,0,No Deposit,0,0,BB,9,1893
15057,0,2,1,1,0,No Deposit,0,0,BB,10,1894
15060,0,0,0,0,0,No Deposit,0,0,BB,2,1895
15063,0,5,2,0,1,No Deposit,0,1,BB,1,1896
15064,0,0,1,0,0,No Deposit,1,0,BB,1,1897
15067,0,3,0,0,0,No Deposit,1,0,BB,4,1898
15068,0,2,2,0,2,No Deposit,1,0,BB,5,1899
15069,0,0,1,0,0,No Deposit,1,0,BB,6,1900
15070,0,4,0,0,0,No Deposit,1,1,BB,7,1901
15071,0,1,0,0,0,No Deposit,1,1,BB,8,1902
15072,0,3,2,0,1,No Deposit,1,1,BB,9,1903
15073,0,0,1,0,0,No Deposit,1,1,BB,10,1904
15074,1,5,2,2,0,No Deposit,0,2,HB,0,1905
15077,1,4,1,1,0,No Deposit,0,0,BB,0,1906
15080,1,5,2,2,0,No Deposit,0,0,HB,0,1907
15082,1,6,2,1,1,No Deposit,0,1,HB,0,1908
15088,0,1,1,0,1,No Deposit,0,0,BB,3,1909
15091,0,1,0,0,1,No Deposit,1,0,HB,1,1910
15092,1,6,2,1,0,No Deposit,0,3,HB,0,1911
15118,0,8,2,0,1,No Deposit,1,2,HB,1,1912
15119,0,1,0,0,0,No Deposit,1,2,BB,2,1913
15120,0,8,4,0,5,No Deposit,1,2,HB,2,1914
15121,0,2,2,0,1,No Deposit,1,4,HB,4,1915
15122,0,3,1,1,0,No Deposit,1,4,HB,5,1916
15123,0,3,0,1,0,No Deposit,1,4,HB,6,1917
15124,1,8,2,1,0,No Deposit,0,4,HB,7,1918
15125,0,8,3,1,1,No Deposit,1,4,HB,7,1919
15126,0,9,4,1,2,No Deposit,1,4,HB,8,1920
15127,0,3,0,1,0,No Deposit,1,4,HB,9,1921
15128,0,2,2,1,1,No Deposit,1,4,HB,10,1922
15129,0,3,0,1,1,No Deposit,1,4,HB,11,1923
15130,0,10,4,1,1,No Deposit,1,4,HB,12,1924
15131,0,6,4,1,0,No Deposit,1,4,HB,13,1925
15134,1,2,2,1,0,No Deposit,0,1,HB,0,1926
15135,1,2,2,2,0,No Deposit,0,1,HB,0,1927
15136,1,3,2,2,0,No Deposit,0,0,HB,0,1928
15137,0,2,1,2,0,No Deposit,0,1,Undefined,1,1929
15139,1,7,3,1,0,No Deposit,0,0,BB,0,1930
15145,0,0,1,0,0,No Deposit,0,1,BB,3,1931
15147,0,1,0,0,0,No Deposit,1,2,BB,1,1932
15148,1,3,2,2,0,No Deposit,0,1,HB,0,1933
15150,1,5,2,24,0,No Deposit,0,0,BB,0,1934
15183,1,5,2,1,0,Non Refund,0,0,BB,0,1935
15223,0,7,3,0,1,No Deposit,0,3,BB,1,1936
15224,1,3,0,1,0,No Deposit,0,0,HB,0,1937
15227,0,10,4,0,0,No Deposit,1,2,BB,1,1938
15228,0,11,4,0,0,No Deposit,1,3,BB,2,1939
15229,0,2,1,0,1,No Deposit,0,0,HB,1,1940
15230,1,6,2,1,1,No Deposit,0,1,BB,0,1941
15231,0,5,2,0,0,No Deposit,0,1,BB,1,1942
15232,0,10,4,0,0,No Deposit,0,1,BB,1,1943
15234,0,3,0,0,2,No Deposit,0,0,BB,2,1944
15235,0,2,1,0,4,No Deposit,0,0,BB,3,1945
15240,0,3,0,0,0,No Deposit,0,0,BB,8,1946
15241,0,1,0,0,0,No Deposit,1,0,BB,9,1947
15242,0,1,0,0,0,No Deposit,1,0,BB,10,1948
15243,0,3,0,0,0,No Deposit,0,2,BB,1,1949
15261,0,4,1,0,2,No Deposit,1,2,SC,2,1950
15262,0,1,1,0,1,No Deposit,1,3,BB,3,1951
15263,0,21,9,0,5,No Deposit,0,2,SC,4,1952
15264,1,3,0,1,0,No Deposit,0,1,BB,5,1953
15265,0,1,0,1,0,No Deposit,1,3,BB,5,1954
15266,0,2,1,1,1,No Deposit,1,3,BB,6,1955
15267,0,2,0,1,0,No Deposit,1,2,BB,7,1956
15273,0,1,0,0,1,No Deposit,1,0,BB,1,1957
15274,0,1,1,0,1,No Deposit,1,0,BB,2,1958
15275,0,2,0,0,0,No Deposit,1,0,BB,3,1959
15277,0,2,0,0,0,No Deposit,1,0,BB,5,1960
15279,0,2,0,0,0,No Deposit,1,0,BB,7,1961
15280,0,1,0,0,0,No Deposit,1,0,BB,8,1962
15281,0,2,0,0,0,No Deposit,1,0,BB,9,1963
15282,0,2,0,0,0,No Deposit,1,0,BB,10,1964
15283,0,2,0,0,0,No Deposit,1,0,BB,11,1965
15284,0,2,0,0,1,No Deposit,1,0,BB,12,1966
15287,0,3,2,0,1,No Deposit,1,0,BB,1,1967
15288,0,2,1,0,0,No Deposit,1,1,BB,2,1968
15289,0,1,2,0,3,No Deposit,1,2,BB,3,1969
15290,0,1,2,0,2,No Deposit,0,2,BB,3,1970
15292,0,0,2,0,3,No Deposit,1,2,BB,6,1971
15293,0,5,2,0,0,No Deposit,0,3,BB,1,1972
15294,0,5,0,0,0,No Deposit,1,2,HB,1,1973
15295,0,3,0,0,0,No Deposit,0,0,Undefined,1,1974
15296,0,2,0,0,3,No Deposit,0,3,HB,2,1975
15300,0,2,0,0,0,No Deposit,1,1,HB,0,1976
15301,0,2,0,0,1,No Deposit,1,2,BB,1,1977
15304,0,4,1,0,2,No Deposit,1,1,BB,0,1978
15337,1,1,1,3,0,No Deposit,0,0,HB,0,1979
15363,0,1,0,0,0,No Deposit,1,1,BB,2,1980
15364,0,0,1,0,0,No Deposit,1,1,BB,3,1981
15365,0,1,1,0,0,No Deposit,0,1,BB,4,1982
15378,0,4,0,0,0,No Deposit,0,3,HB,0,1983
15381,0,4,0,0,0,No Deposit,1,1,HB,0,1984
15384,0,6,2,0,0,No Deposit,0,4,HB,0,1985
15385,0,3,0,0,0,No Deposit,1,0,HB,0,1986
15398,0,8,3,0,0,No Deposit,1,1,FB,0,1987
15399,0,7,4,0,0,No Deposit,1,1,FB,1,1988
15400,0,7,4,0,0,No Deposit,1,2,FB,2,1989
15412,1,2,1,1,0,No Deposit,0,3,BB,0,1990
15414,1,4,2,1,0,No Deposit,0,1,HB,0,1991
15430,0,4,2,0,0,No Deposit,1,0,FB,0,1992
15435,0,6,2,0,2,No Deposit,0,1,HB,0,1993
15447,0,9,2,0,0,No Deposit,0,0,HB,0,1994
15462,0,3,0,0,0,No Deposit,1,2,HB,0,1995
15473,0,2,1,0,0,No Deposit,0,0,HB,0,1996
15491,0,4,2,0,0,No Deposit,0,2,HB,0,1997
15493,0,10,4,0,0,No Deposit,1,0,BB,0,1998
15495,0,7,3,0,0,No Deposit,0,3,HB,0,1999
15504,0,5,2,0,2,No Deposit,0,1,FB,0,2000
15531,0,7,2,0,0,No Deposit,0,0,FB,0,2001
15542,0,4,1,0,1,No Deposit,0,1,HB,0,2002
15550,0,4,2,0,2,No Deposit,0,2,HB,0,2003
15571,0,4,0,0,1,No Deposit,1,3,BB,0,2004
15578,0,3,1,0,1,No Deposit,0,0,HB,2,2005
15585,0,7,3,0,0,No Deposit,1,2,HB,0,2006
15595,0,4,1,0,1,No Deposit,1,0,HB,0,2007
15599,0,5,1,0,2,No Deposit,1,0,BB,1,2008
15604,0,6,4,0,2,No Deposit,1,2,HB,0,2009
15605,0,6,4,0,0,No Deposit,1,2,HB,0,2010
15606,0,5,3,0,0,No Deposit,0,0,HB,0,2011
15617,0,1,2,0,0,No Deposit,1,3,BB,0,2012
15631,0,9,4,0,1,No Deposit,1,0,BB,0,2013
15632,1,6,4,1,0,No Deposit,0,0,HB,0,2014
15642,0,5,2,0,5,No Deposit,0,0,BB,0,2015
15643,1,10,4,1,0,No Deposit,0,2,HB,0,2016
15678,0,5,2,0,0,No Deposit,1,3,HB,0,2017
15700,1,1,0,1,0,Non Refund,0,0,HB,0,2018
15738,0,4,0,0,1,No Deposit,1,0,HB,0,2019
15751,0,9,3,0,1,No Deposit,0,2,BB,0,2020
15752,0,8,2,0,2,No Deposit,0,0,FB,0,2021
15770,0,5,0,0,1,No Deposit,1,1,BB,0,2022
15775,0,6,2,0,1,No Deposit,1,2,HB,0,2023
15785,0,5,1,0,1,No Deposit,0,0,HB,0,2024
15803,0,2,1,0,1,No Deposit,0,0,BB,0,2025
15833,0,0,2,0,1,No Deposit,1,2,BB,0,2026
15860,0,2,2,0,1,No Deposit,0,2,BB,0,2027
15862,0,5,1,0,1,No Deposit,1,2,BB,1,2028
15874,0,1,1,0,2,No Deposit,0,0,BB,3,2029
15882,0,10,4,0,4,No Deposit,0,2,HB,0,2030
15900,0,3,2,0,1,No Deposit,0,3,HB,0,2031
15903,0,3,2,0,0,No Deposit,0,4,BB,0,2032
15909,0,3,2,0,0,No Deposit,0,3,BB,0,2033
15910,0,3,2,0,1,No Deposit,1,1,BB,0,2034
15914,0,4,1,0,0,No Deposit,1,2,BB,0,2035
15916,0,4,1,0,0,No Deposit,1,3,BB,0,2036
15923,0,3,0,0,0,No Deposit,0,4,BB,0,2037
15932,0,8,2,0,0,No Deposit,1,0,BB,0,2038
15942,0,5,1,0,2,No Deposit,0,2,HB,0,2039
15944,0,5,2,0,0,No Deposit,0,4,HB,0,2040
15950,0,5,1,0,0,No Deposit,0,3,HB,0,2041
15953,0,5,0,0,0,No Deposit,1,0,BB,0,2042
15960,0,5,1,0,3,No Deposit,1,3,HB,0,2043
15961,0,5,1,0,3,No Deposit,0,3,HB,0,2044
15966,0,5,0,0,0,No Deposit,1,2,HB,0,2045
15967,1,3,0,0,0,No Deposit,0,2,BB,1,2046
15973,0,6,3,0,0,No Deposit,1,1,BB,0,2047
15980,0,13,5,0,2,No Deposit,0,2,HB,0,2048
15982,0,6,3,0,0,No Deposit,0,0,HB,0,2049
15986,0,1,1,0,2,No Deposit,0,3,BB,0,2050
15995,1,1,0,1,1,No Deposit,0,0,BB,0,2051
15999,0,3,1,0,2,No Deposit,0,2,BB,0,2052
16006,1,5,1,1,0,No Deposit,0,0,HB,0,2053
16008,0,2,1,0,0,No Deposit,0,3,BB,1,2054
16010,0,5,2,0,1,No Deposit,1,2,FB,0,2055
16016,0,6,4,0,2,No Deposit,2,1,HB,0,2056
16029,0,1,2,0,0,No Deposit,1,2,BB,0,2057
16031,0,4,2,0,0,No Deposit,0,3,HB,0,2058
16032,0,2,2,0,0,No Deposit,1,1,HB,0,2059
16033,0,4,2,0,0,No Deposit,1,0,HB,1,2060
16034,0,6,4,0,0,No Deposit,1,1,HB,0,2061
16038,0,1,2,0,1,No Deposit,0,3,BB,0,2062
16057,0,8,4,0,1,No Deposit,0,1,HB,0,2063
16060,0,2,2,0,0,No Deposit,0,2,HB,0,2064
16061,0,7,4,0,0,No Deposit,1,2,BB,0,2065
16073,0,3,2,0,1,No Deposit,1,1,HB,0,2066
16075,0,3,1,0,1,No Deposit,0,3,BB,0,2067
16087,0,9,4,0,0,No Deposit,1,1,HB,0,2068
16099,0,4,2,0,0,No Deposit,1,0,HB,0,2069
16106,0,2,0,0,0,No Deposit,1,0,HB,1,2070
16107,0,3,0,0,1,No Deposit,1,0,HB,0,2071
16108,0,9,2,0,0,No Deposit,0,1,BB,0,2072
16122,0,5,0,0,1,No Deposit,1,2,HB,0,2073
16128,0,5,2,0,0,No Deposit,1,1,FB,0,2074
16131,0,3,2,0,0,No Deposit,0,3,BB,1,2075
16133,0,7,2,0,1,No Deposit,0,2,BB,0,2076
16155,0,3,0,0,0,No Deposit,0,3,HB,0,2077
16175,0,7,3,0,0,No Deposit,0,3,BB,0,2078
16177,1,3,2,1,0,No Deposit,0,1,BB,0,2079
16194,0,0,2,0,1,No Deposit,0,0,BB,0,2080
16195,1,3,2,1,0,No Deposit,0,0,BB,0,2081
16206,0,6,3,0,0,No Deposit,0,2,HB,0,2082
16223,0,3,2,0,0,No Deposit,0,1,FB,0,2083
16229,0,4,2,0,1,No Deposit,0,0,HB,0,2084
16237,0,5,2,0,1,No Deposit,1,0,HB,1,2085
16245,0,7,2,0,0,No Deposit,1,1,HB,0,2086
16248,0,3,2,0,0,No Deposit,0,3,HB,0,2087
16254,0,2,0,0,2,No Deposit,0,2,BB,0,2088
16265,0,4,2,0,0,No Deposit,0,0,BB,1,2089
16295,0,5,1,0,0,No Deposit,1,3,BB,0,2090
16314,0,5,0,0,0,No Deposit,0,1,HB,0,2091
16316,0,5,1,0,2,No Deposit,0,1,HB,0,2092
16321,0,6,3,0,0,No Deposit,0,1,FB,0,2093
16325,0,10,3,0,0,No Deposit,1,1,BB,0,2094
16332,0,6,3,0,1,No Deposit,0,1,BB,0,2095
16333,0,2,1,0,0,No Deposit,0,1,HB,0,2096
16334,0,2,1,0,2,No Deposit,1,0,FB,0,2097
16354,0,6,3,0,3,No Deposit,0,1,HB,0,2098
16364,0,8,4,0,1,No Deposit,0,2,HB,0,2099
16365,0,4,1,0,5,No Deposit,0,0,SC,0,2100
16373,0,6,4,0,0,No Deposit,0,1,BB,1,2101
16388,0,2,2,0,0,No Deposit,0,0,BB,4,2102
16389,0,3,1,0,0,No Deposit,0,0,BB,5,2103
16401,0,10,4,0,1,No Deposit,1,0,FB,0,2104
16406,0,3,0,0,1,No Deposit,0,1,HB,0,2105
16409,1,4,0,1,1,No Deposit,0,0,BB,0,2106
16418,0,6,2,0,2,No Deposit,1,2,HB,1,2107
16424,0,5,2,0,1,No Deposit,1,0,HB,0,2108
16428,0,10,4,0,1,No Deposit,1,0,BB,0,2109
16431,0,4,2,0,0,No Deposit,1,1,HB,0,2110
16439,0,4,2,0,2,No Deposit,0,3,HB,0,2111
16458,0,5,1,0,1,No Deposit,1,0,HB,0,2112
16459,0,5,0,0,0,No Deposit,0,2,BB,0,2113
16471,0,5,2,0,2,No Deposit,0,2,FB,0,2114
16475,0,5,1,0,1,No Deposit,1,3,HB,0,2115
16496,0,7,3,0,0,No Deposit,1,1,BB,0,2116
16501,1,8,2,1,0,No Deposit,0,0,BB,0,2117
16502,0,3,2,0,1,No Deposit,1,0,HB,0,2118
16506,0,0,2,0,1,No Deposit,0,3,HB,0,2119
16510,0,0,2,0,1,No Deposit,1,0,BB,0,2120
16516,0,0,2,0,0,No Deposit,0,3,HB,0,2121
16517,0,0,1,0,0,No Deposit,0,3,BB,0,2122
16519,0,1,2,0,1,No Deposit,0,2,BB,0,2123
16527,0,2,1,0,0,No Deposit,1,2,BB,1,2124
16531,0,2,2,0,1,No Deposit,1,2,HB,0,2125
16537,0,2,2,0,0,No Deposit,1,3,BB,0,2126
16543,1,7,3,1,0,No Deposit,0,1,BB,0,2127
16545,1,2,1,1,0,Non Refund,0,0,FB,0,2128
16587,0,2,1,0,1,No Deposit,0,2,HB,0,2129
16588,0,2,0,0,0,No Deposit,1,3,HB,0,2130
16594,0,0,1,0,1,No Deposit,0,0,HB,1,2131
16596,0,2,2,0,0,No Deposit,0,3,BB,0,2132
16609,0,13,4,0,0,No Deposit,0,0,BB,0,2133
16615,0,7,4,0,0,No Deposit,0,3,BB,0,2134
16616,0,3,2,0,1,No Deposit,0,3,BB,0,2135
16617,0,2,0,0,3,No Deposit,1,1,BB,0,2136
16631,0,5,2,0,2,No Deposit,0,1,BB,0,2137
16641,0,3,0,0,1,No Deposit,1,2,HB,0,2138
16645,0,1,2,0,0,No Deposit,0,1,BB,1,2139
16656,0,3,0,0,0,No Deposit,2,2,BB,0,2140
16677,0,4,1,0,1,No Deposit,1,2,HB,0,2141
16678,0,6,3,0,1,No Deposit,0,2,BB,0,2142
16683,0,0,1,0,1,No Deposit,0,2,BB,0,2143
16687,0,0,1,0,1,Refundable,0,1,BB,1,2144
16708,0,2,2,0,0,No Deposit,0,1,BB,1,2145
16713,0,5,4,0,0,No Deposit,1,1,BB,1,2146
16725,0,5,2,0,0,No Deposit,1,0,BB,1,2147
16726,0,3,0,0,0,No Deposit,1,1,BB,2,2148
16731,0,2,2,0,0,No Deposit,1,1,BB,1,2149
16735,0,7,3,0,1,No Deposit,0,0,BB,1,2150
16755,0,3,1,0,0,No Deposit,0,3,HB,0,2151
16761,0,3,1,0,1,No Deposit,0,1,HB,0,2152
